The Alliance
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
InfantryUnit,Sword Mans,20,15,10,DEFAULTTERAIN
